ID,Parameter_ID,Name,Description,Number,icon,color,abbr
65-1,65,Rain falls,,1,pie-100-0000FF.png,0000FF,Rain falls
65-3,65,Rain rains,,2,pie-100-ADD8E6.png,ADD8E6,Rain rains
65-4,65,It rains,,3,pie-100-FF0000.png,FF0000,It rains
65-5,65,Rains,,4,pie-100-FFFF00.png,FFFF00,Rains
65-7,65,It gives rain,,5,pie-100-000000.png,000000,It gives rain
65-6,65,Rain exists,,6,pie-100-964B00.png,964B00,Rain exists
66-1,66,Experiencer is subject,,1,pie-100-FF0000.png,FF0000,Experiencer is subject
66-3,66,Body-part is subject,,2,pie-100-FFFF00.png,FFFF00,Body-part is subject
66-2,66,Pain is subject,,3,pie-100-0000FF.png,0000FF,Pain is subject
66-5,66,Experiencer is dative,,4,pie-100-ADD8E6.png,ADD8E6,Experiencer is dative
66-6,66,Incorporated body-part noun,,5,pie-100-000000.png,000000,Incorporated body-part noun
67-1,67,Experiencer is subject,,1,pie-100-FF0000.png,FF0000,Experiencer is subject
67-2,67,Experiencer is object,,2,pie-100-0000FF.png,0000FF,Experiencer is object
67-6,67,Experiencer is dative,,3,pie-100-ADD8E6.png,ADD8E6,Experiencer is dative
67-5,67,Both experiencer and stimulus are objects,,4,pie-100-800080.png,800080,Experiencer and stimulus are objects
68-1,68,"Experiencer is subject, 'fear' is verbal",,1,pie-100-FF0000.png,FF0000,"Experiencer is subject, 'fear' is verbal"
68-2,68,"Experiencer is subject, 'fear' is non-verbal",,2,pie-100-FF7F00.png,FF7F00,"Experiencer is subject, 'fear' is non-verbal"
68-3,68,"'Fear' is subject, experiencer is object",,3,pie-100-0000FF.png,0000FF,"'Fear' is subject, experiencer is object"
68-7,68,Experiencer is dative,,4,pie-100-ADD8E6.png,ADD8E6,Experiencer is dative
68-4,68,"'Fear' is subject, experiencer is oblique",,5,pie-100-000000.png,000000,"'Fear' is subject, experiencer is oblique"
68-5,68,Body-part is subject,,6,pie-100-FFFF00.png,FFFF00,Body-part is subject
69-1,69,Adposition,,1,pie-100-0000FF.png,0000FF,Adposition
69-2,69,Serial verb,,2,pie-100-FF0000.png,FF0000,Serial verb
69-5,69,Non-serial verb,,3,pie-100-FFFF00.png,FFFF00,Non-serial verb
69-4,69,Unmarked noun phrase,,4,pie-100-FFFFFF.png,FFFFFF,Unmarked noun phrase
69-3,69,Case marker,,5,pie-100-000000.png,000000,Case marker
70-1,70,Identity,,1,pie-100-FFFF00.png,FFFF00,Identity
70-2,70,Differentiation,,2,pie-100-FF0000.png,FF0000,Differentiation
70-3,70,Overlap,,3,pie-100-FF7F00.png,FF7F00,Overlap
71-1,71,Identity,,1,pie-100-FFFF00.png,FFFF00,Identity
71-2,71,Differentiation,,2,pie-100-FF0000.png,FF0000,Differentiation
71-3,71,Overlap,,3,pie-100-FF7F00.png,FF7F00,Overlap
72-1,72,"Identity, overtly expressed",,1,pie-100-FFFF00.png,FFFF00,"Identity, overtly expressed"
72-2,72,"Identity, expressed by juxtaposition",,2,pie-100-000000.png,000000,"Identity, expressed by juxtaposition"
72-3,72,Differentiation,,3,pie-100-FF0000.png,FF0000,Differentiation
72-4,72,Overlap,,4,pie-100-FF7F00.png,FF7F00,Overlap
72-5,72,Identity and differentiation,,5,pie-100-FFFFFF.png,FFFFFF,Identity and differentiation
73-1,73,Invariant copula,,1,pie-100-FF0000.png,FF0000,Invariant copula
73-2,73,No copula,,2,pie-100-FFFFFF.png,FFFFFF,No copula
73-3,73,Variable copula,,3,pie-100-FFB6C1.png,FFB6C1,Variable copula
74-1,74,Invariant copula,,1,pie-100-FF0000.png,FF0000,Invariant copula
74-2,74,No copula,,2,pie-100-FFFFFF.png,FFFFFF,No copula
74-3,74,Variable copula,,3,pie-100-FFB6C1.png,FFB6C1,Variable copula
75-1,75,Invariant copula,,1,pie-100-FF0000.png,FF0000,Invariant copula
75-2,75,No copula,,2,pie-100-FFFFFF.png,FFFFFF,No copula
75-3,75,Variable copula,,3,pie-100-FFB6C1.png,FFB6C1,Variable copula
76-1,76,Identity,,1,pie-100-FFFF00.png,FFFF00,Identity
76-2,76,Differentiation,,2,pie-100-FF0000.png,FF0000,Differentiation
76-3,76,Overlap,,3,pie-100-FF7F00.png,FF7F00,Overlap
76-4,76,Identity and differentiation,,4,pie-100-000000.png,000000,Identity and differentiation
77-1,77,Transitive,,1,pie-100-FF0000.png,FF0000,Transitive
77-4,77,Comitative,,2,pie-100-FFFF00.png,FFFF00,Comitative
77-2,77,Locational,,3,pie-100-000000.png,000000,Locational
77-3,77,Genitive,,4,pie-100-ADD8E6.png,ADD8E6,Genitive
77-5,77,Topic,,5,pie-100-FF7F00.png,FF7F00,Topic
78-1,78,Identity,,1,pie-100-FFFF00.png,FFFF00,Identity
78-2,78,Differentiation,,2,pie-100-FF0000.png,FF0000,Differentiation
78-3,78,Overlap,,3,pie-100-FF7F00.png,FF7F00,Overlap
78-5,78,No transitive possession verb,,4,pie-100-FFFFFF.png,FFFFFF,No transitive possession verb
79-1,79,No adpositional/case marking,,1,pie-100-FFFFFF.png,FFFFFF,No adpositional/case marking
79-2,79,Preposition,,2,pie-100-FF0000.png,FF0000,Preposition
79-3,79,Postpostion,,3,pie-100-0000FF.png,0000FF,Postposition
79-4,79,Circumposition,,4,pie-100-800080.png,800080,Circumposition
79-5,79,Serial verb,,5,pie-100-FFFF00.png,FFFF00,Serial verb
79-6,79,Serial verb plus preposition,,6,pie-100-FF7F00.png,FF7F00,Serial verb plus preposition
79-7,79,Case,,7,pie-100-000000.png,000000,Case
80-1,80,No adpositional/case marking,,1,pie-100-FFFFFF.png,FFFFFF,No adpositional/case marking
80-2,80,Preposition,,2,pie-100-FF0000.png,FF0000,Preposition
80-3,80,Postposition,,3,pie-100-0000FF.png,0000FF,Postposition
80-4,80,Circumposition,,4,pie-100-800080.png,800080,Circumposition
80-5,80,Serial verb,,5,pie-100-FFFF00.png,FFFF00,Serial verb
80-6,80,Serial verb plus preposition,,6,pie-100-FF7F00.png,FF7F00,Serial verb plus preposition
80-7,80,Case,,7,pie-100-000000.png,000000,Case
81-1,81,Identity,,1,pie-100-FFFF00.png,FFFF00,Identity
81-2,81,Differentiation,,2,pie-100-FF0000.png,FF0000,Differentiation
81-3,81,Overlap,,3,pie-100-FF7F00.png,FF7F00,Overlap
81-4,81,Identity and differentiation,,4,pie-100-000000.png,000000,Identity and differentiation
82-1,82,Special motion-to preposition,,1,pie-100-FF0000.png,FF0000,Special motion-to preposition
82-2,82,At-rest marking is used to express motion-to,,2,pie-100-0000FF.png,0000FF,At-rest marking is used to express motion-to
82-3,82,Serial verb construction,,3,pie-100-FFFF00.png,FFFF00,Serial verb construction
82-4,82,Serial verb construction plus preposition,,4,pie-100-FF7F00.png,FF7F00,Serial verb construction plus preposition
82-5,82,Circumposition,,5,pie-100-800080.png,800080,Circumposition
82-6,82,Allative case,,6,pie-100-000000.png,000000,Allative case
83-1,83,Special motion-from adposition,,1,pie-100-FF0000.png,FF0000,Special motion-from adposition
83-2,83,At-rest marking is used to express motion-from,,2,pie-100-0000FF.png,0000FF,At-rest marking used to express motion-from
83-3,83,Serial verb construction,,3,pie-100-FFFF00.png,FFFF00,Serial verb construction
83-4,83,Serial verb construction plus preposition,,4,pie-100-FF7F00.png,FF7F00,Serial verb construction plus preposition
83-5,83,Circumposition,,5,pie-100-800080.png,800080,Circumposition
83-6,83,Ablative case,,6,pie-100-000000.png,000000,Ablative case
84-2,84,‘Come’ and ‘go’ directionals exist,,1,pie-100-FF0000.png,FF0000,‘Come’ and ‘go’ directionals exist
84-3,84,‘Come’ and ‘go’ directionals do not exist,,2,pie-100-FFFFFF.png,FFFFFF,‘Come’ and ‘go’ directionals do not exist
85-2,85,"Theme of the second verb, literal interpretation possible",,1,pie-100-0000FF.png,0000FF,"Theme of 2nd verb, literal interpr. possible"
85-3,85,"Theme of the second verb, literal interpretation impossible",,2,pie-100-ADD8E6.png,ADD8E6,"Theme of 2nd verb, lit. interpr. impossible"
85-5,85,"Instrument of the second verb, no resumptive pronoun",,3,pie-100-FF0000.png,FF0000,"Instrument of 2nd verb, no res. pron."
85-4,85,"Instrument of the second verb, with resumptive pronoun",,4,pie-100-FFFF00.png,FFFF00,"Instrument of 2nd verb, with res. pron."
85-1,85,No ‘take’ serials,,5,pie-100-FFFFFF.png,FFFFFF,No ‘take’ serials
86-1,86,"‘Give’ in second position, recipient only",,1,pie-100-0000FF.png,0000FF,"Second verb, recipient only"
86-2,86,"‘Give’ in second position, recipient or beneficiary",,2,pie-100-FF0000.png,FF0000,"Second verb, recipient or beneficiary"
86-3,86,"‘Give’ in first position, recipient only",,3,pie-100-FFFF00.png,FFFF00,"First verb, recipient only"
86-5,86,No ‘give’ serials exist,,4,pie-100-FFFFFF.png,FFFFFF,No ‘give’ serials exist
87-1,87,Ordinary anaphoric pronoun,,1,pie-100-FFFFFF.png,FFFFFF,Ordinary anaphoric pronoun
87-6,87,Implicit expression,,2,pie-100-ADD8E6.png,ADD8E6,Implicit expression
87-4,87,Reflexive marking on the verb,,3,pie-100-000000.png,000000,Reflexive marking on the verb
87-2,87,Reflexive pronoun with ‘body’ or body-part,,4,pie-100-FF0000.png,FF0000,Body-part reflexive pronoun
87-3,87,Compound reflexive pronoun with emphasizer,,5,pie-100-FFFF00.png,FFFF00,Compound reflexive pronoun with emphasizer
87-7,87,Dedicated reflexive pronoun,,6,pie-100-0000FF.png,0000FF,Dedicated reflexive pronoun
88-1,88,Intensifiers and reflexives are identical,,1,pie-100-FFFF00.png,FFFF00,Intensifiers and reflexives are identical
88-2,88,Intensifiers and reflexives are differentiated,,2,pie-100-FF0000.png,FF0000,Intensifiers and reflexives are different
88-3,88,Intensifiers and reflexives overlap,,3,pie-100-FF7F00.png,FF7F00,Intensifiers and reflexives overlap
88-4,88,Identical and differentiated,,4,pie-100-000000.png,000000,Identical and differentiated
88-5,88,No special reflexive pronouns exist,,5,pie-100-FFFFFF.png,FFFFFF,No special reflexive pronouns exist
89-1,89,Reciprocal construction identical to reflexive,,1,pie-100-FFFF00.png,FFFF00,Reciprocal and reflexive identical
89-3,89,Identical and special reciprocal construction,,2,pie-100-000000.png,000000,Identical and special reciprocal construction
89-2,89,Special reciprocal construction based on 'other',,3,pie-100-FF0000.png,FF0000,Reciprocal construction based on 'other'
89-6,89,Special reciprocal construction based on 'companion',,4,pie-100-FF7F00.png,FF7F00,Reciprocal construction based on 'companion'
89-5,89,Other special reciprocal construction,,5,pie-100-800080.png,800080,Other special reciprocal construction
89-4,89,No reciprocal construction exists,,6,pie-100-FFFFFF.png,FFFFFF,No reciprocal construction exists
90-1,90,Typical passive construction,,1,pie-100-FF0000.png,FF0000,Typical passive construction
90-3,90,Passive without verbal coding,,2,pie-100-FFFF00.png,FFFF00,Passive without verbal marking
90-4,90,Other atypical passive construction,,3,pie-100-0000FF.png,0000FF,Other atypical passive construction
90-2,90,Absence of passive construction,,4,pie-100-FFFFFF.png,FFFFFF,Absence of passive construction
91-2,91,Benefactive function and transitive base,,1,pie-100-FF0000.png,FF0000,Benefactive function and transitive base
91-1,91,Benefactive function and any base,,2,pie-100-FFFF00.png,FFFF00,Benefactive function and any base
91-3,91,Benefactive and other functions,,3,pie-100-0000FF.png,0000FF,Benefactive and other functions
91-8,91,No applicative construction exists,,4,pie-100-FFFFFF.png,FFFFFF,No applicative construction exists
92-1,92,Relative pronoun,,1,pie-100-FFFF00.png,FFFF00,Relative pronoun
92-2,92,Relative particle and gap,,2,pie-100-FF0000.png,FF0000,Relative particle and gap
92-3,92,Relative particle and resumptive pronoun,,3,pie-100-FFB6C1.png,FFB6C1,Relative particle and resumptive pronoun
92-4,92,Zero and gap,,4,pie-100-0000FF.png,0000FF,Zero and gap
92-5,92,Zero and resumptive pronoun,,5,pie-100-ADD8E6.png,ADD8E6,Zero and resumptive pronoun
92-6,92,Non-reduction,,6,pie-100-FFFFFF.png,FFFFFF,Non-reduction
92-7,92,Verbal affix,,7,pie-100-000000.png,000000,Verbal affix
93-1,93,Relative pronoun,,1,pie-100-FFFF00.png,FFFF00,Relative pronoun
93-2,93,Relative particle and gap,,2,pie-100-FF0000.png,FF0000,Relative particle and gap
93-3,93,Relative particle and resumptive pronoun,,3,pie-100-FFB6C1.png,FFB6C1,Relative particle and resumptive pronoun
93-4,93,Zero and gap,,4,pie-100-0000FF.png,0000FF,Zero and gap
93-5,93,Zero and resumptive pronoun,,5,pie-100-ADD8E6.png,ADD8E6,Zero and resumptive pronoun
93-6,93,Non-reduction,,6,pie-100-FFFFFF.png,FFFFFF,Non-reduction
93-8,93,Verbal affix,,7,pie-100-000000.png,000000,Verbal affix
93-7,93,Impossible,,8,pie-100-808080.png,808080,Impossible
94-1,94,Relative pronoun with pied-piping,,1,pie-100-FFFF00.png,FFFF00,Relative pronoun with pied-piping
94-2,94,Relative particle and gap with preposition stranding,,2,pie-100-FF0000.png,FF0000,Particle and gap with preposition stranding
94-3,94,Relative particle and resumptive pronoun,,3,pie-100-FFB6C1.png,FFB6C1,Relative particle and resumptive pronoun
94-4,94,Zero and gap with preposition stranding,,4,pie-100-0000FF.png,0000FF,Zero and gap with preposition stranding
94-5,94,Zero and resumptive pronoun,,5,pie-100-ADD8E6.png,ADD8E6,Zero and resumptive pronoun
94-7,94,Relative pronoun with resumptive pronoun,,6,pie-100-FF7F00.png,FF7F00,Relative pronoun with resumptive pronoun
94-9,94,Instrument meaning is left implicit,,7,pie-100-964B00.png,964B00,Instrument meaning is left implicit
94-8,94,Impossible,,8,pie-100-808080.png,808080,Impossible
95-1,95,Complementizer identical to bare ‘say’,,1,pie-100-FFFF00.png,FFFF00,Complementizer identical to bare ‘say’
95-2,95,Complementizer consists of ‘say’ plus some other marker,,2,pie-100-FF0000.png,FF0000,Complementizer is ‘say’ plus other marker
95-3,95,Complementizer not synchronically related to ‘say’,,3,pie-100-0000FF.png,0000FF,Complementizer not related to ‘say’
95-4,95,No complementizer,,4,pie-100-FFFFFF.png,FFFFFF,No complementizer
96-1,96,Complementizer identical to bare ‘say’,,1,pie-100-FFFF00.png,FFFF00,Complementizer identical to bare ‘say’
96-2,96,Complementizer consists of ‘say’ plus some other marker,,2,pie-100-FF0000.png,FF0000,Complementizer is ‘say’ plus other marker
96-3,96,Complementizer not synchronically related to ‘say’,,3,pie-100-0000FF.png,0000FF,Complementizer not related to ‘say’
96-4,96,No complementizer,,4,pie-100-FFFFFF.png,FFFFFF,No complementizer
97-1,97,The complement subject is left implicit,,1,pie-100-0000FF.png,0000FF,The complement subject is left implicit
97-2,97,The complement subject is expressed overtly,,2,pie-100-FF0000.png,FF0000,The complement subject is expressed overtly
97-3,97,Desiderative verbal affix,,3,pie-100-FFFF00.png,FFFF00,Desiderative verbal affix
97-4,97,Desiderative particle,,4,pie-100-000000.png,000000,Desiderative particle
98-1,98,Identical complementizer,,1,pie-100-FFFF00.png,FFFF00,Identical complementizer
98-3,98,Different complementizer,,2,pie-100-FF0000.png,FF0000,Different complementizer
98-6,98,Only 'think' complement has a complementizer,,3,pie-100-0000FF.png,0000FF,Only 'think' complement has a complementizer
98-7,98,Only 'want' complement has a complementizer,,4,pie-100-ADD8E6.png,ADD8E6,Only 'want' complement has a complementizer
98-5,98,No complementizer,,5,pie-100-FFFFFF.png,FFFFFF,No complementizer
99-1,99,Verb doubling is possible in temporal clauses,,1,pie-100-FF0000.png,FF0000,Temporal clause verb doubling exists
99-2,99,Verb doubling is not possible in temporal clauses,,2,pie-100-FFFFFF.png,FFFFFF,No temporal clause verb doubling
100-1,100,Negative affix,,1,pie-100-ADD8E6.png,ADD8E6,Negative affix
100-4,100,Negative particle,,2,pie-100-0000FF.png,0000FF,Negative particle
100-3,100,Negative auxiliary verb,,3,pie-100-FFFF00.png,FFFF00,Negative auxiliary verb
100-5,100,Bipartite negative marker,,4,pie-100-FF0000.png,FF0000,Bipartite negative marker
101-1,101,Before the verb,,1,pie-100-FF0000.png,FF0000,Before the verb
101-2,101,Immediately after the verb,,2,pie-100-0000FF.png,0000FF,Immediately after the verb
101-3,101,After verb plus postverbal object,,3,pie-100-ADD8E6.png,ADD8E6,After verb plus postverbal object
101-4,101,"Bipartite, before verb and immediately after",,4,pie-100-800080.png,800080,"Bipartite, before verb and immediately after"
101-5,101,"Bipartite, before verb and after object",,5,pie-100-FFFF00.png,FFFF00,"Bipartite, before verb and after object"
101-6,101,"Bipartite, other possibilities",,6,pie-100-000000.png,000000,"Bipartite, other possibilities"
102-1,102,Co-occurrence with predicate negation,,1,pie-100-0000FF.png,0000FF,Co-occurrence with predicate negation
102-3,102,Preclusion possible with preverbal indefinites,,2,pie-100-FF0000.png,FF0000,Preclusion possible when preverbal
102-5,102,Preclusion possible under other conditions,,3,pie-100-FF7F00.png,FF7F00,Preclusion possible otherwise
102-6,102,Negative existential construction,,4,pie-100-FFFF00.png,FFFF00,Negative existential construction
103-7,103,Only interrogative intonation,,1,pie-100-FFFFFF.png,FFFFFF,Only interrogative intonation
103-5,103,Interrogative word order,,2,pie-100-FF0000.png,FF0000,Interrogative word order
103-1,103,Initial question particle,,3,pie-100-ADD8E6.png,ADD8E6,Initial question particle
103-2,103,Final question particle,,4,pie-100-0000FF.png,0000FF,Final question particle
103-8,103,Question particle in other position,,5,pie-100-FFFF00.png,FFFF00,Other question particle
103-3,103,Interrogative verb morphology,,6,pie-100-000000.png,000000,Interrogative verb morphology
103-9,103,A-not-A question,,7,pie-100-FFB6C1.png,FFB6C1,A-not-A question
104-1,104,Cleft with copula before focus,,1,pie-100-FF0000.png,FF0000,Cleft with copula before focus
104-2,104,Cleft with copula after focus,,2,pie-100-0000FF.png,0000FF,Cleft with copula after focus
104-3,104,Cleft with focus particle before focus,,3,pie-100-FFB6C1.png,FFB6C1,Cleft with focus particle before focus
104-4,104,Cleft with focus particle after focus,,4,pie-100-ADD8E6.png,ADD8E6,Cleft with focus particle after focus
104-5,104,Bare cleft (without highlighter),,5,pie-100-FFFFFF.png,FFFFFF,Bare cleft (without highlighter)
104-6,104,Fronting with particle before focus,,6,pie-100-800080.png,800080,Fronting with particle before focus
104-7,104,Fronting with particle after focus,,7,pie-100-FFFF00.png,FFFF00,Fronting with particle after focus
104-8,104,Bare fronting (without particle),,8,pie-100-808080.png,808080,Bare fronting (without particle)
104-9,104,In situ focusing (with particle),,9,pie-100-000000.png,000000,In situ focusing (with particle)
105-3,105,No verb doubling,,1,pie-100-FFFFFF.png,FFFFFF,No verb doubling
105-1,105,Verb fronted with a copy in the background clause,,2,pie-100-FF0000.png,FF0000,Verb fronted with copy in background clause
105-2,105,Verb reduplicated,,3,pie-100-0000FF.png,0000FF,Verb reduplicated
106-1,106,Before the focused element,,1,pie-100-FF0000.png,FF0000,Before the focused element
106-2,106,After the focused element,,2,pie-100-0000FF.png,0000FF,After the focused element
106-4,106,Non-adjacent preceding,,3,pie-100-FFFF00.png,FFFF00,Non-adjacent preceding
106-3,106,Non-adjacent following,,4,pie-100-ADD8E6.png,ADD8E6,Non-adjacent following
107-1,107,Optional vocative marker preceding noun,,1,pie-100-FF0000.png,FF0000,Optional vocative marker preceding noun
107-2,107,Optional vocative marker following noun,,2,pie-100-0000FF.png,0000FF,Optional vocative marker following noun
107-3,107,Optional vocative marker in both positions,,3,pie-100-FFFF00.png,FFFF00,Optional vocative marker in both positions
107-4,107,Obligatory vocative marker preceding noun,,4,pie-100-000000.png,000000,Obligatory vocative marker preceding noun
107-7,107,No vocative marker,,5,pie-100-FFFFFF.png,FFFFFF,No vocative marker
108-4,108,No para-linguistic clicks,,1,pie-100-FFFFFF.png,FFFFFF,No para-linguistic clicks
108-2,108,Clicks can express only affective meanings,,2,pie-100-FF0000.png,FF0000,Only affective meanings
108-1,108,Clicks can express only logical meanings,,3,pie-100-0000FF.png,0000FF,Only logical meanings
108-3,108,Both logical and affective meanings,,4,pie-100-FFFF00.png,FFFF00,Both logical and affective meanings
109-1,109,A word derived from pequenino exists,,1,pie-100-FF0000.png,FF0000,Pequenino exists
109-2,109,A word derived from pequenino does not exist,,2,pie-100-FFFFFF.png,FFFFFF,Pequenino does not exist
110-1,110,A savvy word exists,,1,pie-100-FF0000.png,FF0000,A savvy word exists
110-2,110,A savvy word does not exist,,2,pie-100-FFFFFF.png,FFFFFF,A savvy word does not exist
111-1,111,Monomorphemic,,1,pie-100-0000FF.png,0000FF,Monomorphemic
111-2,111,Bimorphemic,,2,pie-100-FF0000.png,FF0000,Bimorphemic
111-3,111,Phrase/circumlocution,,3,pie-100-FFFF00.png,FFFF00,Phrase/circumlocution
112-1,112,Identity,,1,pie-100-FFFF00.png,FFFF00,Identity
112-2,112,Differentiation,,2,pie-100-FF0000.png,FF0000,Differentiation
112-3,112,Overlap,,3,pie-100-FF7F00.png,FF7F00,Overlap
113-2,113,Differentiation,,1,pie-100-FF0000.png,FF0000,Differentiation
113-4,113,Identity and differentiation,,2,pie-100-000000.png,000000,Identity and differentiation
113-3,113,Overlap,,3,pie-100-FF7F00.png,FF7F00,Overlap
113-1,113,Identity,,4,pie-100-FFFF00.png,FFFF00,Identity
114-2,114,Differentiation,,1,pie-100-FF0000.png,FF0000,Differentiation
114-1,114,Identity,,2,pie-100-FFFF00.png,FFFF00,Identity
114-3,114,Overlap,,3,pie-100-FF7F00.png,FF7F00,Overlap
114-4,114,Identity and differentiation,,4,pie-100-000000.png,000000,Identity and differentiation
115-2,115,Differentiation,,1,pie-100-FF0000.png,FF0000,Differentiation
115-1,115,Identity,,2,pie-100-FFFF00.png,FFFF00,Identity
115-3,115,Overlap,,3,pie-100-FF7F00.png,FF7F00,Overlap
115-4,115,Identity and differentiation,,4,pie-100-000000.png,000000,Identity and differentiation
116-2,116,Differentiation,,1,pie-100-FF0000.png,FF0000,Differentiation
116-1,116,Identity,,2,pie-100-FFFF00.png,FFFF00,Identity
116-3,116,Overlap,,3,pie-100-FF7F00.png,FF7F00,Overlap
116-5,116,Not applicable,,4,pie-100-FFFFFF.png,FFFFFF,
117-1,117,Preposed sex-denoting word,,1,pie-100-FF0000.png,FF0000,Preposed sex-denoting word
117-2,117,Postposed sex-denoting word,,2,pie-100-0000FF.png,0000FF,Postposed sex-denoting word
117-3,117,Sex-denoting prefix,,3,pie-100-FFB6C1.png,FFB6C1,Sex-denoting prefix
117-4,117,Sex-denoting suffix,,4,pie-100-ADD8E6.png,ADD8E6,Sex-denoting suffix
117-5,117,Other,,5,pie-100-FFFF00.png,FFFF00,Other
118-1,118,Only simple onsets,,1,pie-100-FFFF00.png,FFFF00,Only simple onsets
118-2,118,Onsets at most moderately complex,,2,pie-100-FF7F00.png,FF7F00,Onsets at most moderately complex
118-3,118,Onsets may be complex,,3,pie-100-FF0000.png,FF0000,Onsets may be complex
119-1,119,No syllable codas,,1,pie-100-FFFF00.png,FFFF00,No syllable codas
119-2,119,Only simple codas,,2,pie-100-FF7F00.png,FF7F00,Only simple codas
119-3,119,Codas at most moderately complex,,3,pie-100-FF0000.png,FF0000,Codas at most moderately complex
119-4,119,Codas may be complex,,4,pie-100-000000.png,000000,Codas may be complex
120-1,120,No tone distinctions,,1,pie-100-FFFFFF.png,FFFFFF,No tone distinctions
120-2,120,Reduced tone system,,2,pie-100-FFFF00.png,FFFF00,Reduced tone system
120-3,120,"Simple system, for lexical distinctions only",,3,pie-100-FF0000.png,FF0000,"Simple system, lexical distinctions"
120-5,120,"Simple tone system, for lexical and grammatical distinctions",,4,pie-100-800080.png,800080,"Simple system, lexical and grammatical"
120-8,120,"Complex tone system, for lexical and grammatical distinctions",,5,pie-100-000000.png,000000,"Complex system, lexical and grammatical"
121-1,121,Two vowel heights,,1,pie-100-FFFFFF.png,FFFFFF,Two vowel heights
121-2,121,Three vowel heights,,2,pie-100-FFFF00.png,FFFF00,Three vowel heights
121-3,121,Four vowel heights,,3,pie-100-FF0000.png,FF0000,Four vowel heights
121-4,121,Five vowel heights,,4,pie-100-000000.png,000000,Five vowel heights
122-1,122,Present in a prominent way,,1,pie-100-FF0000.png,FF0000,Present in a prominent way
122-2,122,Present in a limited way,,2,pie-100-FFB6C1.png,FFB6C1,Present in a limited way
122-3,122,Present only as minor allophones,,3,pie-100-ADD8E6.png,ADD8E6,Present only as minor allophones
122-4,122,No nasal vowels exist,,4,pie-100-FFFFFF.png,FFFFFF,No nasal vowels exist
123-1,123,[ə] exists as a major allophone,,1,pie-100-FF0000.png,FF0000,[ə] exists as a major allophone
123-2,123,[ə] exists as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,[ə] exists as a minor allophone
123-3,123,[ə] exists only in loanwords,,3,pie-100-FFFF00.png,FFFF00,[ə] exists only in loanwords
123-4,123,[ə] does not exist,,4,pie-100-FFFFFF.png,FFFFFF,[ə] does not exist
124-1,124,Both [f] and [v] exist as major allophones,,1,pie-100-FF0000.png,FF0000,Both [f] and [v] exist as major allophones
124-2,124,[f] and [v] exist in a limited way,,2,pie-100-FF7F00.png,FF7F00,[f] and [v] exist in a limited way
124-3,124,Only [f] exists,,3,pie-100-FFFF00.png,FFFF00,Only [f] exists
124-4,124,Only [v] exists,,4,pie-100-ADD8E6.png,ADD8E6,Only [v] exists
124-5,124,Neither [f] nor [v] exists,,5,pie-100-FFFFFF.png,FFFFFF,Neither [f] nor [v] exists
125-1,125,Both [ʃ] and [ʒ] exist as major allophones,,1,pie-100-FF0000.png,FF0000,Both [ʃ] and [ʒ] exist as major allophones
125-2,125,[ʃ] and [ʒ] exist in a limited way,,2,pie-100-FF7F00.png,FF7F00,[ʃ] and [ʒ] exist in a limited way
125-3,125,Only [ʃ] exists,,3,pie-100-FFFF00.png,FFFF00,Only [ʃ] exists
125-4,125,Neither [ʃ] nor [ʒ] exists,,4,pie-100-FFFFFF.png,FFFFFF,Neither [ʃ] nor [ʒ] exists
126-1,126,[z] exists as a major allophone,,1,pie-100-FF0000.png,FF0000,[z] exists as a major allophone
126-2,126,[z] exists as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,[z] exists as a minor allophone
126-3,126,[z] exists only in loanwords,,3,pie-100-FFFF00.png,FFFF00,[z] exists only in loanwords
126-4,126,[z] does not exist,,4,pie-100-FFFFFF.png,FFFFFF,[z] does not exist
127-1,127,[θ] and [ð] are major allophones,,1,pie-100-FF0000.png,FF0000,[θ] and [ð] are major allophones
127-2,127,[θ] and [ð] are minor allophones,,2,pie-100-FFB6C1.png,FFB6C1,[θ] and [ð] are minor allophones
127-3,127,[θ] and [ð] exist only in loanwords,,3,pie-100-FFFF00.png,FFFF00,[θ] and [ð] exist only in loanwords
127-4,127,"Only [ð] exists, as a minor allophone",,4,pie-100-808080.png,808080,"Only [ð] exists, as a minor allophone"
127-5,127,"Only [θ] exists, in a limited way",,5,pie-100-000000.png,000000,"Only [θ] exists, in a limited way"
127-6,127,Neither [θ] nor [ð] exists,,6,pie-100-FFFFFF.png,FFFFFF,Neither [θ] nor [ð] exists
128-1,128,[ɲ] exists as a major allophone,,1,pie-100-FF0000.png,FF0000,[ɲ] exists as a major allophone
128-2,128,[ɲ] exists as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,[ɲ] exists as a minor allophone
128-3,128,[ɲ] exists only in loanwords,,3,pie-100-FFFF00.png,FFFF00,[ɲ] exists only in loanwords
128-4,128,[ɲ] does not exist,,4,pie-100-FFFFFF.png,FFFFFF,[ɲ] does not exist
129-1,129,Prenasalized segments exist,,1,pie-100-FF0000.png,FF0000,Prenasalized segments exist
129-2,129,No prenasalized segments,,2,pie-100-FFFFFF.png,FFFFFF,No prenasalized segments
130-1,130,[h] exists as a major allophone,,1,pie-100-FF0000.png,FF0000,[h] exists as a major allophone
130-2,130,[h] exists as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,[h] exists as a minor allophone
